cod_pedido,regiao_pais,produto,valor,quantidade,valor_total_bruto,data,estado,formapagto,centro_distribuicao,responsavelpedido,valor_comissao,lucro_liquido,categoriaprod
108874,Sudeste,Shampoo vegano para cachorro e gato de camomila 250 ml,"33,25",4.0,133,20/12/2021,Rio de Janeiro,Boleto Bancário,Papa Léguas,Antonio,2,80,Higiene e Limpeza
108889,Centro Oeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"38,57",83.0,"3201,31",11/2/2021,Distrito Federal,Cartao Crédito,Graos Blue,Lucia,"24,07","1925,6",Higiene e Limpeza
108896,Sudeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"38,57",83.0,"3201,31",4/10/2021,Piauí,Pix,Gold Beach,Cristian,"24,07","1925,6",Higiene e Limpeza
108897,Sudeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",4.0,"164,92",13/02/2021,Sao Paulo,Dinheiro,Papa Léguas,Miriam,"1,24","99,2",Higiene e Limpeza
108898,Sudeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",4.0,"164,92",17/02/2021,Minas Gerais,Boleto Bancário,Papa Léguas,Monique,"1,24","99,2",Higiene e Limpeza
108902,Sul,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",83.0,"3422,09",10/2/2021,Santa  Catarina,Cartao Crédito,Tree True,Vitória,"25,73","2058,4",Higiene e Limpeza
108926,Sul,Kit Banho e Tosa com Escova PetShop Caopeon,"83,79",4.0,"335,16",12/2/2021,Paraná,Cartao Crédito,Tree True,Beatriz,"12,6","201,6",Higiene e Limpeza
108931,Norte,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"49,21",83.0,"4084,43",23/12/2021,Pará,Dinheiro,Rapid Pink,Julia,"92,13","1535,5",Bebedouros e Comedouros
108963,Centro Oeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1065,33",83.0,"88422,39",23/12/2021,Mato Grosso do  Sul,Pix,Graos Blue,Ligia,"4653,81","19944,9",Bebedouros e Comedouros
108978,Sul,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1091,93",83.0,"90630,19",3/10/2021,Rio Grande do Sul,Pix,Tree True,Vivian,"4770,01","20442,9",Bebedouros e Comedouros
109007,Norte,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","131,67",5.0,"658,35",28/02/2021,Rondônia,Cartao Débito,Rapid Pink,Yuri,"9,9","247,5",Alimentacao
109040,Nordeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"51,87",83.0,"4305,21",2/10/2021,Alagoas,Dinheiro,Gold Beach,Marta,"64,74","1618,5",Alimentacao
109059,Norte,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"35,91",83.0,"2980,53",11/10/2021,Roraima,Pix,Rapid Pink,Adriana,"67,23","672,3",Petisco
109060,Norte,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"41,23",83.0,"3422,09",12/10/2021,Amazonas,Cartao Crédito,Rapid Pink,Silvia,"77,19","771,9",Petisco
109062,Centro Oeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"38,57",83.0,"3201,31",15/02/2021,Mato Grosso,Cartao Crédito,Graos Blue,Andressa,"72,21","722,1",Petisco
109066,Nordeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"37,24",4.0,"148,96",10/10/2021,Bahia,Boleto Bancário,Gold Beach,Sonia,"3,36","33,6",Petisco
109082,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"9,31",83.0,"772,73",1/10/2021,Rondônia,Boleto Bancário,Rapid Pink,Yuri,"17,43","174,3",Petisco
109084,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"9,31",83.0,"772,73",24/12/2021,Roraima,Cartao Débito,Rapid Pink,Adriana,"17,43","174,3",Petisco
109085,Norte,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"7,98",83.0,"662,34",25/12/2021,Amazonas,Boleto Bancário,Rapid Pink,Silvia,"14,94","149,4",Petisco
109101,Sul,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"6,65",83.0,"551,95",22/12/2021,Paraná,Boleto Bancário,Tree True,Beatriz,"12,45","124,5",Petisco
109124,Sudeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"35,91",83.0,"2980,53",16/02/2021,Rio de Janeiro,Dinheiro,Papa Léguas,Antonio,"89,64","896,4",Petisco
109131,Norte,Meias esportivas para caes para ambientes internos e externos,"41,23",5.0,"206,15",30/08/2021,Pará,Cartao Débito,Rapid Pink,Julia,"6,2",62,Acessório
109143,Nordeste,Meias esportivas para caes para ambientes internos e externos,"42,56",83.0,"3532,48",12/10/2021,Maranhao,Cartao Débito,Gold Beach,Clarice,"106,24","1062,4",Acessório
109151,Sul,Meias esportivas para caes para ambientes internos e externos,"42,56",83.0,"3532,48",16/02/2021,Paraná,Pix,Tree True,Beatriz,"106,24","1062,4",Acessório
109157,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,"114,38",83.0,"9493,54",11/10/2021,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"356,9","4282,8",Acessório
109174,Sudeste,Cama Coracao Coroa Pet Nest Almofada Lavável,"107,73",83.0,"8941,59",16/02/2021,Rio de Janeiro,Boleto Bancário,Papa Léguas,Antonio,"336,15","4033,8",Acessório
109206,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",4/4/2021,Pará,Cartao Débito,Rapid Pink,Julia,"1,76","35,2",Alimentacao
109207,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",6/10/2021,Rondônia,Boleto Bancário,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
109209,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",6/8/2021,Roraima,Cartao Crédito,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
109213,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",11/5/2021,Mato Grosso do  Sul,Dinheiro,Graos Blue,Ligia,"2,08","41,6",Alimentacao
109214,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",16/06/2021,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"2,24","44,8",Alimentacao
109218,Nordeste,Biscoito  True Champion 300g,"26,6",83.0,"2207,8",22/12/2021,Maranhao,Pix,Gold Beach,Clarice,"33,2",664,Alimentacao
109219,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",10/9/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
109221,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",16/09/2021,Piauí,Dinheiro,Gold Beach,Cristian,"1,84","36,8",Alimentacao
109222,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",10/4/2021,Sao Paulo,Pix,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
109225,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",4/1/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
109226,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",9/2/2021,Paraná,Dinheiro,Tree True,Beatriz,"1,28","25,6",Alimentacao
109227,Sul,Biscoito  True Champion 300g,"21,28",83.0,"1766,24",10/2/2021,Santa  Catarina,Dinheiro,Tree True,Vitória,"26,56","531,2",Alimentacao
109237,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",20/06/2021,Mato Grosso,Boleto Bancário,Graos Blue,Andressa,"1,52","30,4",Brinquedo
109244,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",5/3/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"1,76","35,2",Brinquedo
109246,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",8/11/2021,Piauí,Pix,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
109253,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",22/08/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"1,6",32,Brinquedo
109255,Norte,Cama média almofadada Pity,"74,48",5.0,"372,4",3/3/2021,Amapá,Boleto Bancário,Rapid Pink,Maria Linda,"2,8",168,Acessório
109257,Norte,Cama média almofadada Pity,"81,13",83.0,"6733,79",10/2/2021,Rondônia,Boleto Bancário,Rapid Pink,Yuri,"50,63","3037,8",Acessório
109284,Norte,Penas Gatito,"21,28",83.0,"1766,24",4/10/2021,Roraima,Dinheiro,Rapid Pink,Adriana,"13,28","956,16",Brinquedo
109311,Centro Oeste,Mordedor de Corda Bola,"14,63",83.0,"1214,29",1/10/2021,Goiás,Pix,Graos Blue,Maria Clara,"27,39","547,8",Brinquedo
109325,Sudeste,Mordedor de Corda Bola,"15,96",83.0,"1324,68",15/02/2021,Espírito Santo,Cartao Crédito,Papa Léguas,Tereza,"29,88","517,92",Brinquedo
109349,Sudeste,Roupa para Gato Petti,"53,2",83.0,"4415,6",25/12/2021,Rio de Janeiro,Cartao Crédito,Papa Léguas,Antonio,"99,6","1726,4",Acessório
109378,Sul,Roupa para Cao Billaboard,"49,21",83.0,"4084,43",10/2/2021,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"122,84","1689,05",Acessório
109379,Norte,Vitamina E Granulado BigForce,"74,48",5.0,"372,4",11/5/2021,Acre,Boleto Bancário,Rapid Pink,Carlos,"11,2",154,Medicamento
109410,Norte,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"376,39",4.0,"1505,56",12/2/2021,Amazonas,Cartao Crédito,Rapid Pink,Silvia,"45,28","622,6",Medicamento
109417,Nordeste,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"360,43",83.0,"29915,69",24/12/2021,Ceará,Boleto Bancário,Gold Beach,Neide,"899,72","12371,15",Medicamento
109448,Sudeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"46,55",83.0,"3863,65",2/10/2021,Minas Gerais,Dinheiro,Papa Léguas,Monique,"87,15","1597,75",Medicamento
109486,Centro Oeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"38,57",4.0,"154,28",21/12/2021,Goiás,Dinheiro,Graos Blue,Maria Clara,"1,16","92,8",Higiene e Limpeza
109490,Nordeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"38,57",4.0,"154,28",10/10/2021,Alagoas,Pix,Gold Beach,Marta,"1,16","92,8",Higiene e Limpeza
109503,Sul,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",83.0,"3422,09",16/02/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"25,73","2058,4",Higiene e Limpeza
109519,Nordeste,Kit Banho e Tosa com Escova PetShop Caopeon,"90,44",4.0,"361,76",10/10/2021,Paraíba,Dinheiro,Gold Beach,Cristina,"13,6","217,6",Higiene e Limpeza
109538,Centro Oeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"46,55",4.0,"186,2",10/10/2021,Mato Grosso do  Sul,Pix,Graos Blue,Ligia,"4,2",70,Bebedouros e Comedouros
109554,Norte,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1166,41",4.0,"4665,64",10/10/2021,Acre,Cartao Crédito,Rapid Pink,Carlos,"245,56","1052,4",Bebedouros e Comedouros
109557,Norte,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1105,23",83.0,"91734,09",22/12/2021,Rondônia,Pix,Rapid Pink,Yuri,"4828,11","20691,9",Bebedouros e Comedouros
109609,Norte,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","123,69",4.0,"494,76",10/10/2021,Roraima,Cartao Crédito,Rapid Pink,Adriana,"7,44",186,Alimentacao
109619,Nordeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","122,36",83.0,"10155,88",22/12/2021,Paraíba,Cartao Débito,Gold Beach,Cristina,"152,72",3818,Alimentacao
109627,Sul,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","135,66",5.0,"678,3",4/6/2021,Santa  Catarina,Cartao Crédito,Tree True,Vitória,"10,2",255,Alimentacao
109640,Nordeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"39,9",83.0,"3311,7",1/10/2021,Alagoas,Boleto Bancário,Gold Beach,Marta,"49,8",1245,Alimentacao
109658,Norte,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"35,91",83.0,"2980,53",23/12/2021,Tocantins,Cartao Crédito,Rapid Pink,Dolores,"67,23","672,3",Petisco
109661,Centro Oeste,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"41,23",83.0,"3422,09",3/10/2021,Goiás,Pix,Graos Blue,Maria Clara,"77,19","771,9",Petisco
109676,Sul,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"37,24",83.0,"3090,92",1/10/2021,Paraná,Cartao Débito,Tree True,Beatriz,"69,72","697,2",Petisco
109678,Sul,Biscoito Pedigree Biscrok Multi para Caes Adultos 1 Kg 420g,"38,57",4.0,"154,28",10/10/2021,Rio Grande do Sul,Boleto Bancário,Tree True,Vivian,"3,48","34,8",Petisco
109704,Norte,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"43,89",83.0,"3642,87",22/12/2021,Acre,Cartao Crédito,Rapid Pink,Carlos,"109,56","1095,6",Petisco
109717,Nordeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"38,57",83.0,"3201,31",1/10/2021,Ceará,Cartao Crédito,Gold Beach,Neide,"96,28","962,8",Petisco
109751,Sul,Meias esportivas para caes para ambientes internos e externos,"43,89",5.0,"219,45",29/03/2021,Paraná,Pix,Tree True,Beatriz,"6,6",66,Acessório
109757,Norte,Cama Coracao Coroa Pet Nest Almofada Lavável,"113,05",83.0,"9383,15",22/12/2021,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"352,75",4233,Acessório
109785,Norte,Bandana Disney Mickey Fábrica Petti ,"15,96",83.0,"1324,68",1/10/2021,Amazonas,Boleto Bancário,Rapid Pink,Silvia,"19,92","697,2",Acessório
109800,Sudeste,Bandana Disney Mickey Fábrica Petti ,"7,98",83.0,"662,34",2/10/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"9,96","348,6",Acessório
109804,Norte,Biscoito  True Champion 300g,"29,26",83.0,"2428,58",2/10/2021,Acre,Boleto Bancário,Rapid Pink,Carlos,"36,52","730,4",Alimentacao
109806,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",19/11/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"1,76","35,2",Alimentacao
109807,Norte,Biscoito  True Champion 300g,"25,27",83.0,"2097,41",24/12/2021,Rondônia,Dinheiro,Rapid Pink,Yuri,"31,54","630,8",Alimentacao
109809,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",19/08/2021,Roraima,Pix,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
109813,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",8/8/2021,Mato Grosso do  Sul,Pix,Graos Blue,Ligia,"2,08","41,6",Alimentacao
109814,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",20/01/2021,Distrito Federal,Boleto Bancário,Graos Blue,Lucia,"2,24","44,8",Alimentacao
109816,Nordeste,Biscoito  True Champion 300g,"25,27",83.0,"2097,41",3/10/2021,Bahia,Boleto Bancário,Gold Beach,Sonia,"31,54","630,8",Alimentacao
109819,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",26/04/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Alimentacao
109821,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",18/02/2021,Piauí,Cartao Débito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
109822,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",13/04/2021,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
109825,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",23/06/2021,Espírito Santo,Cartao Débito,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
109826,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",28/03/2021,Paraná,Boleto Bancário,Tree True,Beatriz,"1,28","25,6",Alimentacao
109834,Norte,Bola Pet Vinil Big Blue,"27,93",83.0,"2318,19",15/02/2021,Roraima,Boleto Bancário,Rapid Pink,Adriana,"34,86","697,2",Brinquedo
109837,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",20/09/2021,Mato Grosso,Dinheiro,Graos Blue,Andressa,"1,52","30,4",Brinquedo
109844,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",6/1/2021,Paraíba,Cartao Crédito,Gold Beach,Cristina,"1,76","35,2",Brinquedo
109846,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",26/07/2021,Piauí,Boleto Bancário,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
109853,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",24/11/2021,Rio Grande do Sul,Pix,Tree True,Vivian,"1,6",32,Brinquedo
109856,Norte,Cama média almofadada Pity,"85,12",83.0,"7064,96",11/2/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"53,12","3187,2",Acessório
109906,Norte,Mordedor de Corda Bola,"17,29",4.0,"69,16",21/12/2021,Pará,Cartao Débito,Rapid Pink,Julia,"1,56","31,2",Brinquedo
109925,Sudeste,Mordedor de Corda Bola,"17,29",83.0,"1435,07",12/10/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"32,37","561,08",Brinquedo
109963,Centro Oeste,Roupa para Cao Billaboard,"39,9",83.0,"3311,7",23/12/2021,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"99,6","1369,5",Acessório
109972,Sudeste,Roupa para Cao Billaboard,"41,23",83.0,"3422,09",1/10/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"102,92","1415,15",Acessório
109995,Nordeste,Vitamina E Granulado BigForce,"90,44",83.0,"7506,52",14/02/2021,Pernambuco,Cartao Crédito,Gold Beach,Claudio,"225,76","3104,2",Medicamento
110009,Norte,Antipulgas e Carrapatos MSD Bravecto para Pet de 2 a 10 Kg,"368,41",83.0,"30578,03",10/2/2021,Roraima,Pix,Rapid Pink,Adriana,"919,64","12645,05",Medicamento
110073,Sudeste,Shampoo vegano para cachorro e gato de camomila 250 ml,"35,91",83.0,"2980,53",3/10/2021,Minas Gerais,Cartao Débito,Papa Léguas,Monique,"44,82","1792,8",Higiene e Limpeza
110082,Norte,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"38,57",83.0,"3201,31",15/02/2021,Rondônia,Dinheiro,Rapid Pink,Yuri,"24,07","1925,6",Higiene e Limpeza
110106,Norte,Kit Banho e Tosa com Escova PetShop Caopeon,"86,45",83.0,"7175,35",10/2/2021,Pará,Pix,Rapid Pink,Julia,"269,75",4316,Higiene e Limpeza
110117,Nordeste,Kit Banho e Tosa com Escova PetShop Caopeon,"89,11",83.0,"7396,13",23/12/2021,Ceará,Boleto Bancário,Gold Beach,Neide,"278,05","4448,8",Higiene e Limpeza
110154,Norte,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1155,77",83.0,"95928,91",22/12/2021,Acre,Cartao Crédito,Rapid Pink,Carlos,"5048,89","21638,1",Bebedouros e Comedouros
110164,Centro Oeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1102,57",83.0,"91513,31",12/10/2021,Distrito Federal,Pix,Graos Blue,Lucia,"4816,49","20642,1",Bebedouros e Comedouros
110198,Sudeste,Racao Royal Canin Club Performance para Caes Adultos,"273,98",83.0,"22740,34",23/12/2021,Minas Gerais,Cartao Débito,Papa Léguas,Monique,"341,96","6839,2",Alimentacao
110216,Nordeste,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","127,68",5.0,"638,4",13/01/2021,Bahia,Cartao Crédito,Gold Beach,Sonia,"9,6",240,Alimentacao
110251,Sul,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"26,6",83.0,"2207,8",1/10/2021,Paraná,Pix,Tree True,Beatriz,"33,2",830,Alimentacao
110286,Centro Oeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"6,65",83.0,"551,95",14/02/2021,Goiás,Boleto Bancário,Graos Blue,Maria Clara,"12,45","124,5",Petisco
110290,Nordeste,Whiskas Petisco Temptations Anti Bola de Pelo 40g,"10,64",83.0,"883,12",11/10/2021,Alagoas,Pix,Gold Beach,Marta,"19,92","199,2",Petisco
110313,Centro Oeste,Pote Petisco Para Cachorro Bifinho Sabor Carne 1Kg Amiguitos,"39,9",83.0,"3311,7",24/12/2021,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"99,6",996,Petisco
110345,Nordeste,Meias esportivas para caes para ambientes internos e externos,"41,23",83.0,"3422,09",12/10/2021,Pernambuco,Cartao Crédito,Gold Beach,Claudio,"102,92","1029,2",Acessório
110371,Sudeste,Cama Coracao Coroa Pet Nest Almofada Lavável,"113,05",5.0,"565,25",18/10/2021,Piauí,Cartao Débito,Gold Beach,Cristian,"21,25",255,Acessório
110406,Norte,Biscoito  True Champion 300g,"29,26",4.0,"117,04",25/10/2021,Pará,Boleto Bancário,Rapid Pink,Julia,"1,76","35,2",Alimentacao
110407,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",24/06/2021,Rondônia,Pix,Rapid Pink,Yuri,"1,52","30,4",Alimentacao
110408,Norte,Biscoito  True Champion 300g,"29,26",83.0,"2428,58",16/02/2021,Tocantins,Dinheiro,Rapid Pink,Dolores,"36,52","730,4",Alimentacao
110409,Norte,Biscoito  True Champion 300g,"25,27",4.0,"101,08",23/04/2021,Roraima,Pix,Rapid Pink,Adriana,"1,52","30,4",Alimentacao
110413,Centro Oeste,Biscoito  True Champion 300g,"34,58",4.0,"138,32",7/6/2021,Mato Grosso do  Sul,Cartao Crédito,Graos Blue,Ligia,"2,08","41,6",Alimentacao
110414,Centro Oeste,Biscoito  True Champion 300g,"37,24",4.0,"148,96",3/8/2021,Distrito Federal,Dinheiro,Graos Blue,Lucia,"2,24","44,8",Alimentacao
110419,Nordeste,Biscoito  True Champion 300g,"29,26",4.0,"117,04",27/03/2021,Paraíba,Boleto Bancário,Gold Beach,Cristina,"1,76","35,2",Alimentacao
110421,Sudeste,Biscoito  True Champion 300g,"30,59",4.0,"122,36",6/8/2021,Piauí,Cartao Débito,Gold Beach,Cristian,"1,84","36,8",Alimentacao
110422,Sudeste,Biscoito  True Champion 300g,"22,61",4.0,"90,44",6/6/2021,Sao Paulo,Dinheiro,Papa Léguas,Miriam,"1,36","27,2",Alimentacao
110425,Sudeste,Biscoito  True Champion 300g,"25,27",4.0,"101,08",1/9/2021,Espírito Santo,Dinheiro,Papa Léguas,Tereza,"1,52","30,4",Alimentacao
110426,Sul,Biscoito  True Champion 300g,"21,28",4.0,"85,12",2/1/2021,Paraná,Boleto Bancário,Tree True,Beatriz,"1,28","25,6",Alimentacao
110437,Centro Oeste,Bola Pet Vinil Big Blue,"25,27",4.0,"101,08",11/12/2021,Mato Grosso,Pix,Graos Blue,Andressa,"1,52","30,4",Brinquedo
110444,Nordeste,Bola Pet Vinil Big Blue,"29,26",4.0,"117,04",27/11/2021,Paraíba,Pix,Gold Beach,Cristina,"1,76","35,2",Brinquedo
110446,Sudeste,Bola Pet Vinil Big Blue,"23,94",4.0,"95,76",16/07/2021,Piauí,Cartao Débito,Papa Léguas,Cristian,"1,44","28,8",Brinquedo
110453,Sul,Bola Pet Vinil Big Blue,"26,6",4.0,"106,4",3/9/2021,Rio Grande do Sul,Cartao Débito,Tree True,Vivian,"1,6",32,Brinquedo
110476,Sul,Cama média almofadada Pity,"79,8",83.0,"6623,4",11/2/2021,Paraná,Dinheiro,Tree True,Beatriz,"49,8",2988,Acessório
110488,Centro Oeste,Penas Gatito,"22,61",83.0,"1876,63",23/12/2021,Mato Grosso do  Sul,Cartao Débito,Graos Blue,Ligia,"14,11","1015,92",Brinquedo
110494,Nordeste,Penas Gatito,"18,62",83.0,"1545,46",11/10/2021,Paraíba,Boleto Bancário,Gold Beach,Cristina,"11,62","836,64",Brinquedo
110497,Sudeste,Penas Gatito,"23,94",83.0,"1987,02",14/02/2021,Sao Paulo,Cartao Débito,Papa Léguas,Miriam,"14,94","1075,68",Brinquedo
110501,Sul,Penas Gatito,"19,95",83.0,"1655,85",11/10/2021,Paraná,Pix,Tree True,Beatriz,"12,45","896,4",Brinquedo
110522,Sudeste,Mordedor de Corda Bola,"15,96",83.0,"1324,68",1/10/2021,Sao Paulo,Boleto Bancário,Papa Léguas,Miriam,"29,88","597,6",Brinquedo
110524,Sudeste,Mordedor de Corda Bola,"17,29",83.0,"1435,07",23/12/2021,Rio de Janeiro,Cartao Crédito,Papa Léguas,Antonio,"32,37","561,08",Brinquedo
110526,Sul,Mordedor de Corda Bola,"15,96",5.0,"79,8",20/05/2021,Paraná,Cartao Crédito,Tree True,Beatriz,"1,8","31,2",Brinquedo
110533,Norte,Roupa para Gato Petti,"41,23",83.0,"3422,09",1/10/2021,Tocantins,Cartao Débito,Rapid Pink,Dolores,"77,19","1337,96",Acessório
110542,Nordeste,Roupa para Gato Petti,"58,52",83.0,"4857,16",16/02/2021,Ceará,Pix,Gold Beach,Neide,"109,56","1899,04",Acessório
110599,Sudeste,Vitamina E Granulado BigForce,"79,8",83.0,"6623,4",12/10/2021,Rio de Janeiro,Cartao Débito,Papa Léguas,Antonio,"199,2",2739,Medicamento
110650,Sudeste,Suplemento Alimentar Glutamina Mundo Animal Nutrisana,"55,86",5.0,"279,3",17/04/2021,Espírito Santo,Boleto Bancário,Papa Léguas,Tereza,"6,3","115,5",Medicamento
110692,Nordeste,Escova Pet Rasqueadeira Tira Pelos Cachorro e Gatos,"41,23",83.0,"3422,09",11/10/2021,Ceará,Boleto Bancário,Gold Beach,Neide,"25,73","2058,4",Higiene e Limpeza
110723,Sudeste,Kit Banho e Tosa com Escova PetShop Caopeon,"89,11",83.0,"7396,13",14/02/2021,Minas Gerais,Cartao Crédito,Papa Léguas,Monique,"278,05","4448,8",Higiene e Limpeza
110743,Nordeste,Bebedouro e Comedouro Automático para Caes e Gatos Filhotes,"46,55",5.0,"232,75",12/12/2021,Maranhao,Cartao Débito,Gold Beach,Clarice,"5,25","87,5",Bebedouros e Comedouros
110759,Norte,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1021,44",83.0,"84779,52",1/10/2021,Roraima,Boleto Bancário,Rapid Pink,Adriana,"4462,08","19123,2",Bebedouros e Comedouros
110770,Nordeste,Nutri Alimentador Inteligente Automático Câmera Google Alexa,"1109,22",83.0,"92065,26",2/10/2021,Pernambuco,Cartao Crédito,Gold Beach,Claudio,"4845,54","20766,6",Bebedouros e Comedouros
110827,Sul,"Racao Royal Canin Exigent Gatos Adultos 1,5Kg","131,67",83.0,"10928,61",4/10/2021,Santa  Catarina,Dinheiro,Tree True,Vitória,"164,34","4108,5",Alimentacao
110832,Norte,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"37,24",83.0,"3090,92",15/02/2021,Rondônia,Cartao Crédito,Rapid Pink,Yuri,"46,48",1162,Alimentacao
110849,Sudeste,Racao Úmida Royal Canin Lata Veterinary Caes Adultos 500g,"38,57",83.0,"3201,31",24/12/2021,Rio de Janeiro,Cartao Crédito,Papa Léguas,Antonio,"48,14","1203,5",Alimentacao
